,Script,Era
198875, Corsair. ,Modern
190172," Yeah, but ",Modern
237311," Well... Oh!   Where I go, they go now. ",Modern
215866," Yeah. Me and Danny. Me and Danny, we are going to be fine. Don't you worry. You go home. Go home. Go be a king or something.",Modern
238042, I heard you had sweets.  ,Modern
231589," It's okay, it's okay. I'm sorry, we didn't mean to scare you. ",Modern
214212, How would I scare him off? ,Modern
185957," Stop, please. ",Modern
203829, Because you are a Dalek. ,Modern
199844, Just as a point of interest? No.,Modern
234186," Come on. Come on, Vilma. I got you. ",Modern
209645, A security church? ,Modern
235030," Go to the cathedral. I'll meet you there, okay? ",Modern
178321," Right, no more! ",Modern
181137, Quickly! ,Modern
223145, How many?   Don't tell me. You've moved on. ,Modern
213452," Doctor, wait  ",Modern
238501, Although this one has refused all treatment and healed himself. He takes his rest in a regular rhythm. Seven and a half minutes every 27 hours. I recorded it. ,Modern
187245," Six, six, six. ",Modern
198266," Or maybe you could just listen a minute. Because all I really want to do is accept your total surrender and then I'll let you go in peace. Yes, you've been interfering in human history for thousands of years. Yes, people have suffered and died, but what's the point in two hearts, if you can't be a bit forgiving, now and then? Ooo, the Silence. You guys take that seriously, don't you? Okay, you got me. I'm lying. I'm not really going to let you go that easily. Nice thought, but it's not Christmas. First, you tell me about the girl. Who is she? Why is she important? What's she for? ",Modern
229634," You're not in charge here. This is my craft. You are my patient and my responsibility, as is everyone else here.  You're still recovering, you're still in pain. I'll check starboard. You check portside. ",Modern
221403," More power. You can do it, you can do it.   No, River, no, no, no, no!   Get back in the Tardis! This is my job! ",Modern
175926, But I can see it. ,Modern
173002, Like what? ,Modern
239632," Is this what it's like to be you? Is that what you've done? Made me one of you? Except you haven't. What is it, then? A demonstration of strength? Say something!    Blinking. Blinking! Tough crowd. What are you, then, prison guards?  ",Modern
173813, Hungry! Hungry! ,Modern
171860," So there is, Ma'am.",Modern
173931," Doctor, is this what got my Gran? ",Modern
210975, Lucky fella.,Modern
186260," You've seen me before, then? ",Modern
218173, She's nice. Fight you for her. ,Modern
183105, Lovely. ,Modern
172482,"   No, great. Why not? ",Modern
169213, I'm here! ,Modern
225233, Looking for the Doctor. ,Modern
196964," I've never seen anybody stand up to Mister Sardick like that. Bless you, sir, and merry Christmas. ",Modern
239808, I'd rather you didn't. Radiation. If it's not fully proven...  ,Modern
177450, And I say it's blank. ,Modern
194262, I think they did. ,Modern
202304," After me. Because of me, you and Alfie nearly died. Do you still feel safe with me, Craig? ",Modern
192961," He doesn't know yet, does he? Who and what you are. ",Modern
210539, I don't. I'm just hoping.,Modern
197834, It's a warehouse of some kind. Disused. ,Modern
218829," Both of them. They would have maintained a live link. They were both Zygon and human at the same time. They not only administered the peace, they were the peace. ",Modern
198940, Doctor?,Modern
217023, So why am I tied up?,Modern
214210," Oh, really? ",Modern
184316, I noticed. ,Modern
185762," Let me think. I was. Oh, yes. I was taking a constitutional in the fields behind the house. Just taking a stroll, that's all. ",Modern
172568, Where did that thing come from? ,Modern
177004, We could take bloods and check for Meniere's disease. ,Modern
225179, Can you give him his sight back? ,Modern
191438, Eh? ,Modern
168200," Yeah, like it's not weird in there. ",Modern
190029, I hate you. ,Modern
197494, Two months is nothing. He's up to something. I know he is. I know him. ,Modern
193975," Oh my God, what is going on? ",Modern
192618, What? ,Modern
228487, Nearly.,Modern
230583," Oh, did she put that? We asked her not to. Didn't we, gang? ",Modern
192951," It's an Aplan Mortarium, sometimes called a Maze of the Dead. ",Modern
171082," Of course we have, yes. ",Modern
203275, No idea. Do what I do. Hold tight and pretend it's a plan.   This is amazing. ,Modern
193544, Doctor? ,Modern
211432," A miniscope. Yes, of course. Why not?",Modern
228094, Be careful. I still don't know what's going on. It could be dangerous. Probably is dangerous.  ,Modern
195139," Ah ha, super-squeaky bum time. Get ready to run for your lives. Now. ",Modern
209490, That's how the story ends. Nothing we can do about it. Trenzalore is where you're going. ,Modern
216342, Seriously? You're trying to help? ,Modern
240383," Doctor to Jericho. I know your transmat ring is out of service, but get yourself to a transport pod just out in the corridor.  ",Modern
192426, To win the war. ,Modern
169190, Mummy? ,Modern
174675, Straight on until you find junction seven point one. Keep breathing. I'm feeding you air. I've got you. ,Modern
214053," Oh, that was ages ago.",Modern
172530," Paris, of course. ",Modern
180617, Let's go. Quick as you can. ,Modern
199850," If you have a better plan, I'm all ears. In fact, if you have a better plan, I'll take you to a planet where everyone is all ears.",Modern
168873," You took two slices. No blondes, no flags. Anything else before you leave? ",Modern
168037," It's the sunlight, that's all it wants. ",Modern
224863, We know you. ,Modern
195860, Is it true? ,Modern
224415, In every case. Beyond doubt. ,Modern
199386," The Doctor's always saying don't wander off. First rule with him, actually. Don't wander off. ",Modern
216197, Why? ,Modern
177404," Not exactly white, in case you haven't noticed. ",Modern
193474, It's following me! How can it be following me? ,Modern
194295," After all I've done for the over seventies in this village.   Okay, this is crazy. She loves me. I fixed her depression. She's just a little old lady. ",Modern
235631," Well, I am here for you guys, you know? ",Modern
222053, What plan?  DOCTOR; Me. ,Modern
174805, I'm not going. ,Modern
210282, There is trouble. Where else would he be?,Modern
210245, Hush now. ,Modern
174729," And quite right too, sir. I think I bought them a little time. ",Modern
237901," I just thought I'd have the place to myself, you know. ",Modern
218167," A good death is the best anyone can hope for, unless you happen to be immortal. ",Modern
233668, What are those noises? ,Modern
194555, Tell Rory ,Modern
228268, Whoa! They weren't there when we came in.  ,Modern
236090," I couldn't resist. What's your worst nightmare?   Now, Tahira! ",Modern
232329," Then, I'll take that risk to stop Earth being destroyed. ",Modern
203054," Yes. Whatever your brother's following, it's growing. ",Modern
233268," Okay, PCKhan. Nothing to worry about.      Hello? Anyone here? Ryan?",Modern
231103, Granny...! ,Modern
169879," Except I've got these.   You both wear one. If she moves more than ten feet away, she gets zapped by ten thousand volts. ",Modern
233242, Let's see.   Still clear? ,Modern
218098, Where are the others?  ,Modern
204239," And the Doctor, does he have a Queen? ",Modern
193998, We're not leaving you. ,Modern
184031," We keep the Ood healthy, safe, and educated. ",Modern
194813, Must be getting closer to the centre of the city. ,Modern
211658, Now what?,Modern
174145, We could use it to fuel the Empire. ,Modern
175289, What do you want with our children?? ,Modern
215179," I think it's over, yeah.",Modern
198042," My God, how did it get in here? ",Modern
187211, Absorbing? ,Modern
180508," Well, I warn you, the school is armed. ",Modern
196332," Because you are. The universe is big. It's vast and complicated and ridiculous, and sometimes, very rarely, impossible things just happen and we call them miracles, and that's the theory. Nine hundred years, never seen one yet, but this would do me. Now get upstairs. She's Amy and she's surrounded by Romans. I'm not sure history can take it.",Modern
167138, I think I know my own name. ,Modern
171187," You just can't get the staff. Now, you, just wait. I'm busy. Mickey, hello! And Harriet Jones MP for Flydale North. Blimey, it's like This Is Your Life. Tea! That's all I needed, a good cup of tea! Superheated infusion of free radicals and tannin. Just the thing for healing the synapses. Now, first thing's first. Be honest, how do I look? ",Modern
190874," Listen, Doctor, if this is a time machine, that man you're chasing, why can't you just pop back to yesterday and catch him? ",Modern
179971, No. ,Modern
236968," Graham, Ravio, head to the control deck. Cybermen just boarded.",Modern
207216, A psychochronograph. ,Modern
196036, Doctor? ,Modern
235361, Aramu and Suki. ,Modern
178829," But where, though? What sort of things? ",Modern
204356, About that. Can I ask a favour? There's something I want to see.,Modern
237592," As your new Prime Minister, I can see great opportunities ahead for this country. We here in Britain, we've never been afraid of the future,  but I do understand that what we all crave right now is security. Security in our politics, security in our jobs, security for our families.  I pledge to bring stability and security to every aspect of our national life. Together, we can make this the age of security.",Modern
186876," River, you know my name. ",Modern
238815, Where are you going? ,Modern
235536, Two Girls Roaming. ,Modern
188487," Yeah. Yeah, I'm here. That, that's me. ",Modern
174141, I'm very good. ,Modern
228243," This time? 209 terrains, 94 planets. We start the race with nothing and barter our way up. ",Modern
234275, No. You owe her.  ,Modern
177647," Oh, everyone's a critic. ",Modern
189296, I'm looking forward to this. ,Modern
170310," Rodrick, in literature, the author of Lucky was Jackie who? ",Modern
191150, And he's got every single missile on the planet ready to fire. ,Modern
213864," Please, please! Stop! No ",Modern
212196," Okay, so  ",Modern
212901," Well, it's lucky I'm here, then.",Modern
232017," But if I fail, if I can't do it after all these years... ",Modern
219137, A video supposedly showing an alien in south London is posted across the internet. ,Modern
240320, Oh! We've got you back!  ,Modern
188303," Fifteen hundred miles, boys, and accelerating. They're almost here.",Modern
203136," Life force. Pure life force, just singing. ",Modern
202380, How did you get in there? ,Modern
183343," Yeah, I'm just. Just. Funny sort of feeling, like ",Modern
220344, Unstoppable. According to the stories.  ,Modern
176271, Final stage of awakening. ,Modern
227908," These legs definitely used to be longer.   Oi, Tim Shaw, you stop right there. ",Modern
191845," Listen to me. In ten minutes, you're going to be a legend. In ten minutes, everyone on that screen is going to be offering you any job you want. But first, you have to be magnificent. You have to make them trust you and get them working. This is it, Jeff, right here, right now. This is when you fly. Today's the day you save the world. ",Modern
204196," Little bit of news, Solomon. You're being targeted by missiles. Get off this ship while you still can. ",Modern
170753, Give it some more! ,Modern
182567," Never mind that, your shields are down. Check your scanners, Captain. You've got meteoroids coming in and now shielding.",Modern
235871," Goes past one. Goes past two. It's a screamer! Top bins, final seconds. He's done it. He's a lege. Ryan Sinclair, FIFA legend. I've never lost it.  Oh! I've still got it. I'll make the tea.   Your place is normally spotless. This ain't you. ",Modern
193441, Hurry up and open it. Time's running out. ,Modern
195230," It's going to be hard, but you can do it, Amy. Tell me about Rory, eh? Fantastic Rory. Funny Rory. Gorgeous Rory. Amy, listen to me. Do exactly as I say. Amy, please. Keep concentrating. You can do this. ",Modern
196377," River, what's happening?",Modern
180037," Oh, no. Mum.",Modern
241085, Since when do Sea Devils have a ship? ,Modern
189111, You're back home. ,Modern
194642, I can't do the words. I'm dyslexic. ,Modern
188286, Organised flightplan. ,Modern
208979, The broken glass? ,Modern
232926," Come on then, you lot. Places to go.",Modern
239618, No! ,Modern
233046," Anaesthetic darts, laser shoe gun, infrared ID duplicator, calendar hacker, lock-breakers, rocket-launcher cufflinks, retinal ID decoder  and tongue-immobiliser chewing gum. How much more do you want? ",Modern
189728, And do you think we can? ,Modern
212312," Huh. It's just a phone, Clara. Nothing happens when you answer the phone.",Modern
227273," Take off, now! Deep space, anywhere. ",Modern
176940," Yeah, but apart from that, I missed my wedding, lost my job and became a widow on the same day. Sort of. ",Modern
228987, Are you sure you've got this under control? ,Modern
234460, Protesters. ,Modern
171738, I can take you to the city. ,Modern
219917, Asylum?  ,Modern
240385, I can't get the Tardis in because of the pull of the Flux.  ,Modern
200470, Argh! ,Modern
236071, Billions in one go. Gorge on their fears. ,Modern
197366, Everybody has to die. ,Modern
214611," No, no, no, no, no. It moved. It moved. It's jammed, it's not locked. Come on, team.",Modern
223003, You don't? ,Modern
189475, Er. All right. What do you want me to do? ,Modern
185255, Something's coming. ,Modern
209782," The Time Lords? Okay, so what then? If you answer the question and they come back, what happens? ",Modern
193917, We ran from the Silence. Why are you here? ,Modern
221197, Is this a deception? ,Modern
220490, Look at me again.   ,Modern
219702," No, you don't get to name things. I'm the Doctor. I do the naming.",Modern
233745," They were already here. I just persuaded them we had interests in common. The Kasaavin are embedded across the whole of this universe,  spies from another dimension. As I said to Mister Barton, think of them as Russia, but bigger. Sleeper agents everywhere, waiting to be activated,  amassing information in case they need to attack. And, I mean, you know me. I can't help myself. I have to stick my oar in. ",Modern
231532," And you, Morax, back into your cell. Now, please. ",Modern
239224," Oh, apologies. Word of advice, Miss Brown. Never get old, not even slightly. Thank goodness for mechanical recordings.  There it goes again! Twice, for no reason. It is empirically, factually, November the 21st, 1967. And you clearly know your own birthday.  Yet the machine would suggest you believe neither statement.",Modern
227977," As far as I can tell, yeah. ",Modern
197470, Look behind you.,Modern
219158, There's electricity in the air. ,Modern
229563," No, last week. ",Modern
195067, Okay. Now I'm starting to see it. ,Modern
206523, It's awake? What's it doing? ,Modern
237350, Am I allowed to stop for a cuppa? ,Modern
230810," Thank you, cockle. Come on.   Nothing to see here, mate. ",Modern
209851, Is it still asking the question? ,Modern
230337, She was with us and then gone. ,Modern
221049, What happened to you? ,Modern
233974, Snap hammer won't fix that. You want a crash wrench. ,Modern
229970, Pentagonal number. Interesting.    Get in that corner. ,Modern
228311," Epzo, is that you? Oh, my God, what happened? Do you need help? ",Modern
166813, Good system. It might work. ,Modern
211227," Exterminate. Advance. Seek, locate, destroy. ",Modern
167004," Big Ben destroyed as a UFO crash lands in Central London. Police reinforcements are drafted in from across the country to control widespread panic, looting and civil disturbance. A state of national emergency has been declared. Tom Hitchinson is at the scene. ",Modern
232300, We're in. It worked. ,Modern
219117, I don't have a plan. ,Modern
230285, This is a Thijarian Hive. ,Modern
240813," I'm not just gonna wait for him to get killed. I don't care if he's a weirdo. And he is. He is a weirdo, you know, but he's decent. And he's got a good heart.  My friend Lauren actually says that good-hearted weirdos are actually the keepers, so... ",Modern
169749, Excuse me. Who's in charge? ,Modern
191934, Okay. ,Modern
205045, And you're very afraid. That's an awful lot of locks for one door. ,Modern
240427," I'm whole again. Am I? Yes, it feels that way. I had a reckoning with Time. Wait. One thing left undone. ",Modern
183895," It's never forgotten, Caecilius. Oh, time will pass, men'll move on, and stories will fade. But one day, Pompeii will be found again. In thousands of years. And everyone will remember you. ",Modern
166505," The end of the Earth. It's gone. We were too busy saving ourselves. No one saw it go. All those years, all that history, and no one was even looking. It's just ",Modern
171442, Ask not. ,Modern
208080," He said that, and then he wandered off. ",Modern
166824," Look, you don't understand what's going on. ",Modern
233817," Two can play at embedding things in history. I knew the Silver Lady	was important, and that you built it for a reason, but I couldn't work out why.  So I traced its movements through history. And when I saw that Barton now owned it, we stopped by his office. Middle of last year, using your Tardis, I built  a fail-safe into that machine. Planted a virus.	If it ever detected the massing of a Kasaavin army within its systems - total shutdown. ",Modern
196286," Rory, I'm not trying to be rude, but you died. ",Modern
172930," Oh, I don't know. He's not married to Jackie, is he. ",Modern
185246, From you?. How? Who is she? ,Modern
180123," Have you seen this, John? The annual dance at the village hall tomorrow. It's nothing formal, but rather fun by all accounts. Do you think you'll go? ",Modern
176541," Saint Mary's, Hayden Road, Chiswick, London, England, Earth, the Solar System.   I knew it, acting all innocent. I'm not the first, am I? How many women have you abducted? ",Modern
172658, Someone cooking. ,Modern
207313, Hold hands. That's what you're meant to do. Keep doing that and don't let go. That's the secret. ,Modern
230631," And this is Final Checks, where parcels are inspected, sealed and go down the hatch to Dispatch.  Through this hatch beats the heart of the Kerblam operation. Hundreds of conveyors pumping parcels down to our fully-automated lower level.  From Dispatch, our postmen retrieve the parcels and teleport direct to the customers. Any questions? ",Modern
169951," Never mind Cardiff, it's going to rip open the planet. ",Modern
201381, Do not be alarmed. This is a kindness. ,Modern
194881," Hey, look. ",Modern
240356, Ready?  ,Modern
169869," I grew quite fond of my little human life. All those rituals. The brushing of the teeth, and the complicated way they cook things. There's a little restaurant just round the Bay. It became quite a favourite of mine. ",Modern
176482, D�rlig. It's Norwegian for bad. This translates as Bad Wolf Bay. How long have we got? ,Modern
196426, Ready for you. ,Modern
196072," Look at this, even worse than his usual rubbish. What's it supposed to be?",Modern
169059, Yes. ,Modern
234929, Negative. Mission must be fulfilled by the contracted troop. Judoon Engagement Article 163B. ,Modern
239717, Good Lord. What an extraordinary coincidence.  ,Modern
170595, The Delta Wave's started building. How long does it need? ,Modern
175465, Get out. ,Modern
241368, You do keep promising us a beach. ,Modern
189145," No, no, no. Please. Please. No. No.   No! ",Modern
229774, Washing up in the kitchen. Massive heart attack. Just... just out on the floor.  ,Modern
166069," Oh, it's something to do with the Doctor. She's been reading the website. Please, come through. I'm in the shed. ",Modern
172503, Did you hear what I said? ,Modern
238776, It's a wok. ,Modern
166647," No, it means fanatic, devoted to. Mind you, I've got to say, that American bit in Martin Chuzzlewit, what's that about? Was that just padding or what? I mean, it's rubbish, that bit. ",Modern
223167, Are you still fighting now? ,Modern
170889," Mmm, must drive you mad. I'm surprised you don't give up on me. ",Modern
239663," Who is? Hello, I'm the Doctor.  ",Modern
185665," Your usual, sir? ",Modern
222348, What's that?,Modern
180725, Say please. ,Modern
239082," I'm one person, out here in the broken universe. My mission doesn't impinge on you. ",Modern
190502, Get back! ,Modern
226571, I'm sorry about the deception. It's best to get people in here without them knowing why. We don't want screaming in the main part of the hospital. ,Modern
206249," We could stop him, I suppose. ",Modern
192147," One door, one door switch, one condition. We forget everything we saw. Look familiar?   That's the carrot. Ooo, here's the stick.   There's a creature living in the heart of this ship. What's it doing there?   No, that's not going to work on me, so come on. Big old beast below decks, and everyone who protests gets shoved down its throat. That how it works?  DOCTOR; Oh, stop it. I'm not leaving and I'm not forgetting, and what are you fellows going to do about it? Stick out your tongues, huh? ",Modern
202584, It would help if you didn't keep asking questions.     We don't have much time.,Modern
183456, Pompeii. We're in Pompeii. And it's volcano day.,Modern
177280, Non-human. ,Modern
203002, Because what's the point in them being happy now if they're going to be sad later. ,Modern
185978," Lady Eddison is innocent. Because at this point, Doctor. ",Modern
231689, Yeah. ,Modern
177432," Well, how come it disappeared in the first place? ",Modern
224970," Without our help, Planet Earth is doomed. ",Modern
208485, Am I getting warm? ,Modern
216330," Since the attack in the infirmary, nothing has been real? ",Modern
209422, Why would he do that?   What's the mad fool talking about now? ,Modern
172776, We don't have a truck. ,Modern
235034, See you at the cathedral. ,Modern
216351, Classic! ,Modern
206053," Okay. It's okay, it's okay. You're fine. You're back. Yes, you are. Oh yes, you are.",Modern
225964, What? ,Modern
184868, The gas. Tell them to stay inside. ,Modern
221610," I think you'll find the  restrooms to the left, on your way out. ",Modern
211361, And fracture fifteen different levels of reality simultaneously. I think I've got a Polaroid somewhere.,Modern
205604," No, don't worry. She's currently draining through your carpet. New setting. Anti-freeze. And you're very welcome, by the way. ",Modern
174449, Come on! ,Modern
173530, Oh no! ,Modern
172682, You are in my memories. You walk among them. ,Modern
196840," Yeah, I think it's goodbye. Do you think it's goodbye? ",Modern
228696, Guess so. Must be my Mexican blood. ,Modern
214224," Look, you want him to stay or not?",Modern
203990, Doctor! ,Modern
220957, That will not be necessary. You will be uploaded. We apologise for the inconvenience. ,Modern
173542, A redundant title. Doctors need not exist. Cybermen never sicken. ,Modern
212761," Doctor, is there an alien in this school?",Modern
195014, You both want the planet. You both have a genuine claim to it. ,Modern
179008," Yeah, but what does that mean? ",Modern
205981, Just Clara Oswald. What was that middle one? ,Modern
196574, How can he do that? Is he magic?,Modern
187796," Stop it.   What's that? What's on my back? What is it? What, what's on my back? ",Modern
187258," Doctor, now step back. I think you should leave her. Alone. What's she doing? ",Modern
180781," Tim, I'd be honoured if you'd take this. ",Modern
220019," I did this to save you, you silly old thing. You really think I could lose you now? ",Modern
192641," It hurts, doesn't it? But kind of a good hurt. ",Modern
205807, It's a parasite feeding on the loneliness of a child and the sickness of an old man. Carnivorous snow meets Victorian values and something terrible is born. ,Modern
235966, Oh! Control hub? Operator activated. ,Modern
213993, This thing can teleport. ,Modern
184363, No. No. Help! No! ,Modern
211333, I just thought ,Modern
198359," Are you okay? Little girl, are you okay? ",Modern
181860," Get out, now! ",Modern
174371," Oh, did you have to? No turning back? That's almost as bad as nothing can possible go wrong, or this is going to be the best Christmas Walford's ever had. ",Modern
231477, What?  ,Modern
208435, Assistant? ,Modern
197032, Who are you? ,Modern
168573, Were you playing around? ,Modern
205920, They shouldn't. He's definitely not a monk.,Modern
170632, Never doubted him. ,Modern
207065, I dare you. No takesies backsies. ,Modern
222718," That's good, isn't it? In the future we don't eat living things, we eat algae. ",Modern
208865, They're not forbidden any more. We've used them all against the Daleks. ,Modern
228948," Don't get off, Graham. If we get off, there's enough empty seats for white passengers. Rosa won't be asked to move. We have to stay on. ",Modern
228652, Or am I? Rosa takes the bus on the 1st December 1955. What time of day? ,Modern
178764, They killed him. They just shot him on the spot. ,Modern
201047, Right. That settles it. ,Modern
193133," Blimey, your teeth. Have you got space teeth? ",Modern
175890, Have you got anyone called Alonso? ,Modern
174983, Look at him. Just look. ,Modern
239764, Why is it there? ,Modern
228360," We've seen them before. Like, all over the planet. Like they were lying dormant.  ",Modern
198400," One drop, that's all it takes. One drop of blood and she'll rise out of the ocean. ",Modern
238903," That's life, innit? Nobody gets by without some bruises. God, I loved her. When is this? ",Modern
204289, You said it was too late. That there wasn't any time. ,Modern
207632, We're not going to die here. This isn't real! It's a snarl. ,Modern
214423, That's three exits all blocked by those creatures. ,Modern
191085, What does that mean? ,Modern
209553," Yeah.   Handles, that's a new ship. Okay, we'll take the Tardis this time. ",Modern
227804, Karl's the data. That's what it was gathering on the train. ,Modern
222819, Wicked. ,Modern
204129, You know it. ,Modern
228806, I haven't done anything. ,Modern
219955," Fine, I'll show you. Mister Kabel, Mister Rump. Permit them entry.  ",Modern
198700," Rory, this isn't a film, okay? What if I do it wrong? ",Modern
172133, You eating those chips? ,Modern
199744, Let's go get them.   Hang on. ,Modern
202048, At what? ,Modern
177969, Joined from the Pharmacy Town junction. ,Modern
178349, The plan must not fail. We calculate the gamma strike has accelerated. We need more bodies immediately. ,Modern
207094, What was that? ,Modern
166587, That you're human. ,Modern
223090," Are you sure of that? That collar's for a big dog. With long white hair. Nice con, though. Respect. ",Modern
192523," But those creatures, my Ironsides, they made me? I can remember things. So many things. The last war. The squalor and the mud and the awful, awful misery of it all. What am I? What am I? ",Modern
224131," All the suits got the same command. Best guess, someone hacked the network.  ",Modern
234021, Shh. Don't run. Psst. ,Modern
172803, There were many doors between my world and yours. Can you not use one of the others? ,Modern
193476, Yeah. It was the same shape. ,Modern
210041," Oh, I don't know. Talk very fast, hope something good happens, take the credit. That's generally how it works. ",Modern
185781," Oh, yes, little grey cells. Good old Poirot. You know, I've been to Belgium. Yeah. I remember I was deep in the Ardennes, trying to find Charlemagne. He'd been kidnapped by an insane computer. ",Modern
169937, That's not thunder. ,Modern
216600," Wherever you go, there are people who care enough to find you. ",Modern
228944," We get off at the next stop, right? ",Modern
192658," No, I can feel it. My mind is clear. The Daleks have gone. ",Modern
177588, He's the same as he was. You'll get nothing out of him. ,Modern
215533," Mind you, me and Sylvia Anderson, you've never seen a foxtrot like it. Hang on a second. The President? We don't want Americans bobbing around the place. They'll only start praying.",Modern
230766, What do you think it means? ,Modern
232338," No, it isn't. That creature took advantage of your faith. How could he recognise me, Andinio? We've met before. He's an exile from a warrior race called the Stenza. When we met, he was killing people for no reason on the planet he wants you to destroy.  ",Modern
201399, Amy. ,Modern
175718, But he passed away. His heart gave out. Do you remember that? ,Modern
216295, Theorise. ,Modern
223231, Hurry up! Be quick about it! ,Modern
193425," Well, sucker for a man in uniform. ",Modern
200144," She's fine. Amy, she's fine. I checked. She's beautiful. Oh God, I was going to be cool. I wanted to be cool. Look at me. ",Modern
218812, A junior school?,Modern
185706, Professor Peach?   Professor? ,Modern
236625,   Aaah. ,Modern
171474," Look at me. From class to brass. Although, oh, curves. Oh, baby, it's like living inside a bouncy castle! ",Modern
170176," No. Like I said, face off. ",Modern
184732," The sat-nav's just a box, wired through the whole car.",Modern
204214," Go, Tricy. ",Modern
186559, So. Fishing.,Modern
180891, She's had to go away for a bit. ,Modern
236091, You made my nightmares real. Now you can live with them for all eternity. ,Modern
171031," I'm getting demands from Washington, ma'am. The President's insisting that he take control of the situation. ",Modern
221134, Here. ,Modern
238775, What is that useless weapon you've got? ,Modern
186770, You don't know. You don't have children. ,Modern
219221, North America reporting back to High Command. ,Modern
168371," From time to time, someone, yes, but the computer chip system allows me to see inside their brains. I can see the smallest doubt and crush it.   Then they just carry on, living the life, strutting about downstairs and all over the surface of the Earth like they're so individual, when of course, they're not. They're just cattle. In that respect, the Jagrafess hasn't changed a thing. ",Modern
225199, Get in! ,Modern
235131, But you still own the lighthouse? ,Modern
181376, Chan the conglomeration died tho. ,Modern
214368, So that's what I sound like.,Modern
183782," Words of wisdom, words of power. Words of wisdom, words of power. Words of wisdom ",Modern
172651, We did not have the parts. ,Modern
231963, You said I could stop being Trine. ,Modern
198035," I did, but even information about these creatures erases itself over time. I couldn't refresh it because I couldn't talk to you. ",Modern
222149, Huh. Twenty four years. What a night. ,Modern
197550, That's an astronaut. That's an Apollo astronaut in a lake. ,Modern
168184, That's so not fair. I've been applying to Floor five hundred for three years. ,Modern
191840, Who was your lady friend? ,Modern
193207, Two minutes. ,Modern
190180," Oh, come on. We're the first off-world colonists in history. Everyone on planet Earth knows who we are. ",Modern
231082," Well, look at it! This ain't the coronation of Elizabeth the First, is it? ",Modern
167001," Yes, we are. ",Modern
213127, What's happening?  ,Modern
216335," The North Pole? Come on, with stripes? ",Modern
196185, Around this planet there are at least ten thousand starships. ,Modern
172340," Fascinating. Your people were peaceful to the point of indolence. You seem to be something new. Would you declare war on us, Doctor? ",Modern
185700, Said he was going to the library. ,Modern
183063, That enough for trinkets? ,Modern
206359, Can you feel the light on your eyelids? That is the light of an alien sun. Forward a couple of steps. Okay. Are you ready? ,Modern
207864," Doctor, I've been thinking. The chimney ",Modern
233001, It shouldn't be doing that. ,Modern
225229," However bad a situation is, if people think that's how it's always been, they'll put up with it. That's ninety percent of the job done. ",Modern
217864," O'Donnell's dead.  Oh, no. No, no, no, no, don't you dare. Don't you dare.",Modern
190215, She made her domestic robot look like a dog.,Modern
224529, Sent what where? ,Modern
240392, What an awfully big adventure. ,Modern
220962, Your cooperation is appreciated. ,Modern
196978," Doctor, please don't get distracted.",Modern
197519," Right then, where are we? Have we done Easter Island yet? ",Modern
180828," It is old. I'm sorry, do you have anything with a photograph on it, like a driving licence? ",Modern
181214," Yes! Yes, yes, yes. Working. ",Modern
212292, Why is your face all coloured in?,Modern
202171," All right, Alfie, you watch Daddy investigate. You look cute, I'll do the talking. ",Modern
198626, But she'll destroy him. ,Modern
203617, What happened? ,Modern
225526," Yes. Yes, very much. ",Modern
182988," Oh, but I can, Doctor. I can cancel the engines from here.",Modern
196676, How could he have moved? He was dead. Doctor? Doctor! ,Modern
219803, But the dust consumes the host.,Modern
195100, Execute her. ,Modern
219070, She did blow us up with her big bazooka. This is us being blown up with a big bazooka. ,Modern
193748, Did you miss me? ,Modern
185181," General Staal, you know what this is. But there's one more option. You can go. Just leave. Sontaran High Command need never know what happened here. ",Modern
237668, This is a PR disaster. ,Modern
193345, We need visual contact on every line of approach. ,Modern
180030, Well done. Very hot. ,Modern
215721, Yeah.,Modern
176287, That's me. Always. ,Modern
239486," Enough questions, Dan. I get it! ",Modern
169906, I don't make the law. ,Modern
196208," Doctor, listen to me. Everything that ever hated you is coming here tonight. You can't win this. You can't even fight it. Doctor, this once, just this one time, please, you have to run. ",Modern
210427, I guessed that.,Modern
215089," Clara, look in your hand. ",Modern
238709," Well, you better make sure you stop it. ",Modern
202230," And of course, you'd know that. Come on, Alfie. ",Modern
223557," Mmm, I don't think so. ",Modern
233169, Unless you count disinformation. Online abuse. Cyber bullying. All of which you've been	accused of ignoring. Haven't you? ,Modern
170922," Well, you went shopping. There was a ring at the door, and there it was! ",Modern
183269, I am! Doctor!,Modern
233837, What do you mean? ,Modern
227457, Are you okay? ,Modern
172799," In saving me, you trapped yourself. Did you know that would happen? ",Modern
188312," What is it? Who are they? Do you know them, Jack? ",Modern
232922, No. Call me when you get back. You are coming back? ,Modern
239653, It's a discovery. It's our discovery.  ,Modern
190715," Ginger, come with me. Right now. ",Modern
166340, No. I'm fine. Top of the world. ,Modern
197904, Almost definitely. ,Modern
215766," Oh, sorry, hon, I'm just getting a bit carried away. It's your friends, they're so more-ish. Hmm?   Oh, stop looking all cross-pants. I'm here to give you a gift. Could you at least try and be excited?",Modern
174959, You can't leave it there. ,Modern
174563," Zach, what do we do? ",Modern
202631," No! She's on our side. It's okay.   No. No, Amy. Amy, why are you wearing that? ",Modern
214904, I don't want to be the last of my kind.,Modern
216343," As you stand here, chatting, chatting, your lives are ending. Unless you wake up, unless you free yourselves from these dreadful creatures, they're, they're going to destroy you. ",Modern
