"","Character","Script","Script_lemm"
"213574","DOCTOR12"," It wasn't my decision to make. I told you.","decision make told"
"213576","DOCTOR12"," Well, she really is something special now, isn't she? First woman on the moon, saved the Earth from itself, and, rather bizarrely, she becomes the President of the United States. She met this bloke called Blinovitch   ","well really something special first woman moon save earth rather bizarrely becomes president united state meet bloke call blinovitch"
"213578","DOCTOR12"," Well, I didn't do it for Courtney. I didn't know what was going to happen. Do you think I'm lying?","well courtney know go happen think lie"
"213580","DOCTOR12"," No, that was me allowing you to make a choice about your own future. That was me respecting you.  ","allow make choice future respect"
"213582","DOCTOR12"," Right. Okay. Er. ","right okay"
"213590","DOCTOR12"," Clara. Clara.  ","clara clara"
"213621","DOCTOR12"," Your train awaits, my lady.","train awaits lady"
"213623","DOCTOR12"," The baggage car. But thanks for lying. The real wonderful is through here.  There were many trains to take the name Orient Express, but only one in space.","baggage car thanks lie real wonderful many train take name orient express one space"
"213626","DOCTOR12"," Completely faithful recreation of the original Orient Express. Except slightly bigger. And in space. Oh, and the rails are actually hyperspace ribbons. But in every other respect, identical. Painstaking attention to detail.","completely faithful recreation original orient express except slightly big space rail actually hyperspace ribbon every respect identical painstaking attention detail"
"213634","DOCTOR12"," It's the sad smile. It's a smile but you're sad. It's confusing. It's like two emotions at once. It's like you're malfunctioning.","sad smile smile sad confuse like two emotion like malfunction"
"213637","DOCTOR12"," I just thought this would be a good one to ","thought would good one"
"213645","DOCTOR12"," Oh, I remember when this was all planets as far as the eye could see. All gone now. Gobbled up by that beast. And there's that smile again. I don't even know how you do that.","remember planet far eye could see go gobbled beast smile even know"
"213647","DOCTOR12"," Well, thank God you kept that to yourself. There was this planet, Obsidian. The planet of perpetual darkness.","well thank god keep planet obsidian planet perpetual darkness"
"213649","DOCTOR12"," Good, fine. Well, I'm glad that we cleared that up. There was also a planet that was made completely of shrubs.","good fine well glad clear also planet make completely shrubs"
"213651","DOCTOR12"," Frankly, that would be an absolutely astonishing guess if I did know.","frankly would absolutely astonish guess know"
"213653","DOCTOR12"," Were people really confused? Cos I'm confused. Did everybody leave?","people really confused co confuse everybody leave"
"213655","DOCTOR12"," Can I talk about the planets now?","talk planet"
"213657","DOCTOR12"," Thedion Four. Constant acid rain. Had a lovely picnic there once, wearing a gas mask.","thedion four constant acid rain lovely picnic wear gas mask"
"213670","DOCTOR12"," Now, there's a question that's never asked often enough. Let's say intestinal parasites.","question never ask often enough let say intestinal parasite"
"213675","DOCTOR12"," It might be nothing. Old ladies die all the time. It's practically their job description.","might nothing old lady die time practically job description"
"213677","DOCTOR12"," Well, seen by no one except her, which suggests that it wasn't there. A dying brain, lack of oxygen, hallucinations. Anyway, people do just die sometimes. She was over a hundred years old.","well see one except suggest die brain lack oxygen hallucination anyway people die sometimes hundred year old"
"213679","DOCTOR12"," Clara, you actually sound as if you want this to be a thing. Do you?","clara actually sound want thing"
"213683","DOCTOR12"," To our last hurrah.","last hurrah"
"213687","DOCTOR12"," I thought that's what you wanted.","thought want"
"213693","DOCTOR12"," The last hurrah.","last hurrah"
"213694","DOCTOR12","It's nothing. Nothing. Definitely. Sure. Ninety nine percent sure. Really? Ninety nine percent? That's quite high. Is that the figure you're sticking with? Okay, okay. Seventy five. Well, that's jumped quite a bit. You've just lost twenty four percent.","nothing nothing definitely sure ninety nine percent sure really ninety nine percent quite high figure stick okay okay seventy five well jump quite bit lose twenty four percent"
"213703","DOCTOR12"," Because you know what this sounds like, don't you? No, do tell me. A mummy that only the victim can see. I was being rhetorical. I know exactly what this sounds like.","know sound like tell mummy victim see rhetorical know exactly sound like"
"213706","DOCTOR12"," Yes, well, it didn't do Mrs Pitt much good, did it?","yes well mrs pitt much good"
"213708","DOCTOR12"," Oh, I don't think so. The records show that the machine did everything it could to keep her alive.","think record show machine everything could keep alive"
"213712","DOCTOR12"," Really? Well, I know that when I find a man loitering near a chair that someone died in, I do just the same.","really well know find man loiter near chair someone die"
"213714","DOCTOR12"," The Doctor. Nosey Parker.","doctor nosey parker"
"213727","DOCTOR12"," What's the most interesting thing about the Foretold?","interesting thing foretold"
"213729","DOCTOR12"," You know. The Foretold. Mythical mummy. Legend has it that if you see it, you're a dead man.","know foretold mythical mummy legend see dead man"
"213731","DOCTOR12"," Emil Moorhouse, professor of alien mythology. I'm the Doctor. Pleased to meet you. So, the most interesting thing about the Foretold. Go.","emil moorhouse professor alien mythology doctor pleased meet interesting thing foretold"
"213733","DOCTOR12"," No, no, no. Nice try. Very atmospheric. But that's not it. Try again.","nice try atmospheric try"
"213735","DOCTOR12"," The myth of the Foretold first appeared over five thousand years ago. In some stories, there is a riddle or secret word that is supposed to make it stop. Some characters try to bargain with it, offer riches, confess sins. All to no avail.","myth foretell first appeared five thousand year ago story riddle secret word suppose make stop character try bargain offer riches confess sin avail"
"213737","DOCTOR12"," I know a lot. Because, from time to time, it turns out to be true.","know lot time time turn true"
"213747","DOCTOR12"," Isn't that everyone's dream? But you still haven't answered my riddle. What's the most interesting thing about the Foretold?","everyone dream still answer riddle interesting thing foretold"
"213760","DOCTOR12"," Nope. Even colder.","nope even colder"
"213762","DOCTOR12"," Mrs Pitt, the old woman who died.","mr pitt old woman die"
"213766","DOCTOR12"," No. The fact that you were here to witness it.   Excuse me, Professor.","fact witness excuse professor"
"213778","DOCTOR12"," I think we need to talk.","think need talk"
"213780","DOCTOR12"," I'm not a passenger. I'm your worst nightmare.","passenger bad nightmare"
"213782","DOCTOR12"," Really? That's your worst? Okay, I'm a mystery shopper. I could do with an extra pillow and I'm very disappointed with your breakfast bar and all of the dying.","really bad okay mystery shopper could extra pillow disappointed breakfast bar dying"
"213784","DOCTOR12"," Come on, Captain. Where would we all be if we all followed our job descriptions, hmm? Good question. Glad you asked. In your case, you'd be doing something instead of climbing inside a bottle.","come captain would follow job description hmm good question glad ask case something instead climb inside bottle"
"213786","DOCTOR12"," Yes, I'm sure you have. And I'm sure you do just enough of your job to avoid complaints.","yes sure sure enough job avoid complaint"
"213788","DOCTOR12"," Wounded in battle, honourable discharge. And this is just a guess, but I think you've had the fight knocked out of you. You expected this to be a cushy desk job where you could put your head down until retirement. Well, I'm sorry. As of today, that dream is over.","wounded battle honourable discharge guess think fight knock expect cushy desk job could put head retirement well sorry today dream"
"213790","DOCTOR12"," Yes, let's just sit around and wait for the evidence while the bodies pile up. Or here's a crazy thought. We could do something to stop it. Why am I even talking to you?","yes let sit around wait evidence body pile crazy thought could something stop even talk"
"213792","DOCTOR12"," Quick work, Perkins. Maybe too quick.","quick work perkins maybe quick"
"213807","DOCTOR12"," Sixty six seconds. It fits the myth. Did you see the lights flicker?","sixty six second fit myth see light flicker"
"213821","DOCTOR12"," Sleepy-head. Time for breakfast. Knowing this train, it'll taste ","sleepy head time breakfast know train taste"
"213824","DOCTOR12"," Can't even get that right, huh?","even get right huh"
"213826","DOCTOR12"," Bad food on trains is traditional.","bad food train traditional"
"213828","DOCTOR12"," Listen, there's been another mummy murder. So our last hurrah","listen another mummy murder last hurrah"
"213830","DOCTOR12"," Just became a bit more interesting.","become bit interesting"
"213836","DOCTOR12"," Ow! Computer, can you open the door, please?","computer open door please"
"213838","DOCTOR12"," Oh. Forget it.  Oh. Now the stupid sonic","forget stupid sonic"
"213840","DOCTOR12"," Screwdriver's not working.","screwdriver work"
"213842","DOCTOR12"," I don't know. Some sort of a ","know sort"
"213843","DOCTOR12"," Suppression field, I would guess. And it has to be a guess because, as I say, the stupid sonic screwdriver's not working. What are you even ","suppression field would guess guess say stupid sonic screwdriver work even"
"213847","DOCTOR12","What, was I supposed to waken you up? Drag you out of bed ","suppose waken drag bed"
"213848","DOCTOR12"," Because I had a hunch? I thought you didn't want to do this any more.","hunch think want"
"213853","DOCTOR12"," Clara, it's coming. ","clara come"
"213857","DOCTOR12"," My friend's inside.","friend inside"
"213859","DOCTOR12"," Clara, I'm going to have to call you back.","clara go call back"
"213861","DOCTOR12"," You know, I'm going to have to mark you down for this. ","know go mark"
"213863","DOCTOR12"," Oh, come on, Captain. How many people have to die before you stop looking the other way?","come captain many people die stop look way"
"213871","DOCTOR12"," Ladies and gentlemen, could I have a moment of your time, please? There's a monster on this train that can only be seen by those about to die. If you do see it, you will have exactly sixty six seconds left in which to live. But that isn't even the strangest thing. Do you know what is? You. The passengers. Experts in alien biology, mythology, physics. If I was putting together a team to analyse this thing, I'd pick you. And I think somebody has. Someone of immense power and influence has orchestrated this whole trip. Someone who I have no doubt is listening to us right now. So, are you going to step out from behind the curtain and give us our orders?","lady gentleman could moment time please monster train see die see exactly sixty six second left live even strange thing know passenger expert alien biology mythology physic put together team analyse thing pick think somebody someone immense power influence orchestrate whole trip someone doubt listen right go step behind curtain give order"
"213873","DOCTOR12"," And the facade drops away because what use are a bunch of scientists without a lab?","facade drop away use bunch scientist without lab"
"213875","DOCTOR12"," No. Hard light holograms. They were never really here. Fake passengers to make up the numbers.","hard light hologram never really fake passenger make number"
"213878","DOCTOR12"," You said capture, implying that you can't control this thing. And yet somehow you got it on board. How?","say capture imply control thing yet somehow get board"
"213880","DOCTOR12"," And kills at regular intervals.","kill regular interval"
"213887","DOCTOR12"," But even if they agree to this, how are they supposed to study a creature that they can't even see? We don't even know what the species is.   Perkins, start the clock.","even agree suppose study creature even see even know specie perkins start clock"
"213889","DOCTOR12"," Oh, dear. Hard cheese. What can you see? Details.","dear hard cheese see detail"
"213891","DOCTOR12"," What kind of bandages? Old? New?","kind bandage old new"
"213893","DOCTOR12"," Whole? Ragged?","whole rag"
"213895","DOCTOR12"," Listen to me! You can see this thing. We can't. Tell us what you can see. Even the smallest detail might help save the next one.","listen see thing tell see even small detail might help save next one"
"213897","DOCTOR12"," Well, that is implied, isn't it? Yes, this is probably the end for you. But make it count. Details, please.","well imply yes probably end make count detail please"
"213901","DOCTOR12"," Keep talking. Don't waste this chance.","keep talk waste chance"
"213905","DOCTOR12"," This is not a myth. This is real. Forget your superstitions. Tell us what you can see.","myth real forget superstition tell see"
"213912","DOCTOR12"," Of course it is. That's why we're here. To study our own demise. So let's get to work. Come on. Chop, chop.  Clara Oswald.","course study demise let get work come chop chop clara oswald"
"213914","DOCTOR12"," Yes. It's where they want us to put the Foretold if we ","yes want put foretold"
"213918","DOCTOR12"," Teeny bit busy round here. What else?","teeny bit busy round else"
"213935","DOCTOR12"," Less valuable passengers? How does it choose?","less valuable passenger choose"
"213937","DOCTOR12"," No, no, no. Not the computer, the Foretold. How does it choose who to kill? We've assumed it's random. What if it's not? I want full histories on all the victims. Medical, social, personal.","computer foretell choose kill assume random want full history victim medical social personal"
"213941","DOCTOR12"," Health? Are you sure? Mrs Pitt, the first victim. She was over a hundred years old. The frailest passenger on board.","health sure mr pitt first victim hundred year old frail passenger board"
"213946","DOCTOR12"," Because he worked with food. The next one, the guard?","work food next one guard"
"213949","DOCTOR12"," It's picking off the weakest first. Sensing the illness somehow. The fake organs, even psychological issues. But this is good news, because it means we can work out who is next. I want the medical records of everybody alive who is still on board. If anyone's had as much as a cold, I want to know about it.","pick weak first sense illness somehow fake organ even psychological issue good news mean work next want medical record everybody alive still board anyone much cold want know"
"213953","DOCTOR12"," Which means that you are probably next. Which is good to know.","mean probably next good know"
"213955","DOCTOR12"," Well, of course not for you, because you're going to die. But I mean for us, from a research point of view.","well course go die mean research point view"
"213957","DOCTOR12"," Well, there's goes our head start. Perkins, start the clock.  What can you see?","well go head start perkins start clock see"
"213969","DOCTOR12"," If you move, will it follow?","move follow"
"213971","DOCTOR12"," Keep looking at it, but back off quick as you like.","keep look back quick like"
"213977","DOCTOR12"," Teleporter. That means tech. Then sixty six seconds to do what? Sixty six seconds. That seems very, very specific. Too specific for organic. So, what, more tech? What? More? A countdown clock? Something charging?","teleporter mean tech sixty six second sixty six second seem specific specific organic tech countdown clock something charge"
"213979","DOCTOR12"," No. No, no, no. We can't do that. We can't mourn. People with guns to their heads, they cannot mourn. We do not have time to mourn. Everybody, what takes sixty six seconds to charge up or to change state? Anyone? Am I surrounded by idiots? If only I could see this thing.","mourn people gun head cannot mourn time mourn everybody take sixty six second charge change state anyone surround idiot could see thing"
"213981","DOCTOR12"," I'm not joking about it. One minute with me and this thing, it would be over!","joke one minute thing would"
"213983","DOCTOR12"," Well, ah, on a good day, I'm both. Ancient tech. This thing has been around for centuries. How? Tech that keeps it alive. Tech that drains energy from the living. Scanner.   Deep tissue scan. He's been leached of almost all energy on a cellular level. The heart attack is just a, is just a side effect.","well good day ancient tech thing around century tech keep alive tech drain energy live scanner deep tissue scan leach almost energy cellular level heart attack side effect"
"213985","DOCTOR12"," But why take sixty six seconds to drain us? Why not just pounce?","take sixty six second drain pounce"
"213987","DOCTOR12"," That's why only the victims can see it. It takes them out of phase so it can drain their energy. You, sir, are a genius! This explains everything! Apart from what it is and how it's doing it. Sorry, I jumped the gun there with the you're a genius, that explains everything remark.","victim see take phase drain energy sir genius explain everything apart sorry jump gun genius explain everything remark"
"213989","DOCTOR12"," Ah, of course. That makes perfect sense.","course make perfect sense"
"213991","DOCTOR12"," Clara, it doesn't care. ","clara care"
"213992","DOCTOR12"," Her bad day, her bereavement, her little breakdown puts her squarely in its cross hairs. She's next. ","bad day bereavement little breakdown put squarely cross hair next"
"213993","DOCTOR12"," Every simulation we've run confirms it.","every simulation run confirms"
"213995","DOCTOR12"," This thing can teleport. ","thing teleport"
"213996","DOCTOR12"," We need her here. Even the computer agrees.","need even computer agrees"
"213998","DOCTOR12"," Of course not. Why would you think that? This is another chance","course would think another chance"
"213999","DOCTOR12"," To observe it in action.","observe action"
"214001","DOCTOR12"," Of course, as it kills her. ","course kill"
"214002","DOCTOR12"," If it happens in there, it'll be a waste ","happens waste"
"214005","DOCTOR12"," Well, I don't know. Lie to her. Tell her I can save her. Whatever it takes to get her here.","well know lie tell save whatever take get"
"214014","DOCTOR12"," It's probably Gus trying to block our escape route.","probably gus try block escape route"
"214016","DOCTOR12"," Well, he has tried to entice me here before. Free tickets, mysterious summons, he even phoned the Tardis number. Do you know how difficult a number","well tried entice free ticket mysterious summons even phone tardis number know difficult number"
"214018","DOCTOR12"," I didn't know. I certainly hoped.","know certainly hop"
"214023","DOCTOR12"," Not yet.  Focus. Focus. Focus! All of that is your grief, your trauma, your resentment. And now   It's mine.","yet focus focus focus grief trauma resentment mine"
"214025","DOCTOR12"," No. No, it's not. Not for me. Cos now it thinks I'm you.   Start the clock.   Hello.  I'm so pleased to finally see you. I'm the Doctor and I will be your victim this evening. Are you my mummy? But you can't hurt me until my time is up. I think. So are there magic words? Is there a way to stop you in your tracks? Oh, you really didn't like your gran, did you? There's something visible under the bandages. By the way, you weren't being paranoid. She really did poison your pony.","cos think start clock hello please finally see doctor victim even mummy hurt time think magic word way stop track really like gran something visible bandage way paranoid really poison pony"
"214027","DOCTOR12"," Markings like the ones the scroll. Oh, and your father. Sorry.","marking like one scroll father sorry"
"214029","DOCTOR12"," A tattered piece of cloth attached to a length of wood that you will kill for.","tattered piece cloth attach length wood kill"
"214031","DOCTOR12"," That doesn't sound like a scroll. That sounds like a flag! And if that sounds like a flag, if this is a flag, that means that you are a soldier, wounded in a forgotten war thousands of years ago. But they've worked on you, haven't they, son? They've filled you full of kit. State of the art phase camouflage, personal teleporter.","sound like scroll sound like flag sound like flag flag mean soldier wounded forgotten war thousand year ago work son fill full kit state art phase camouflage personal teleporter"
"214033","DOCTOR12"," And all that tech inside you, it just won't let you die, will it? It won't let the war end. It just won't let you stop until the war is over. We surrender.","tech inside let die let war end let stop war surrender"
"214038","DOCTOR12"," No.  The clock has stopped. You're relieved, soldier.","clock stop relieve soldier"
"214043","DOCTOR12"," Save it. We're not out of the woods yet. Well, Gus, I think we solved your little puzzle. Ancient soldier being driven by malfunctioning tech.","save wood yet well gus think solve little puzzle ancient soldier drive malfunction tech"
"214045","DOCTOR12"," Ah, well, there's a shocker.","well shocker"
"214048","DOCTOR12"," My enemy's enemy is my friend. Especially when he has a built in teleporter.","enemy enemy friend especially build teleporter"
"214050","DOCTOR12"," A little more work.","little work"
"214052","DOCTOR12"," Couple of minutes. Max. I'll give you a shout.","couple minute max give shout"
"214053","DOCTOR12"," Oh hello, again. Sleep well?","hello sleep well"
"214055","DOCTOR12"," Oh, that was ages ago.","age ago"
"214057","DOCTOR12"," And what? Oh, and we got off the train. Oh, well, the teleporter worked eventually. Beamed everyone into the Tardis. No casualties, just a bevy of sleeping beauties. I tried hacking Gus from the Tardis, find out who set this all up. He really didn't like that. Set off some fail-safe thing. Blew up the train.","get train well teleporter work eventually beam everyone tardis casualty bevy sleep beauty try hack gu tardis find set really like set fail safe thing blew train"
"214059","DOCTOR12"," Blew up the train. But we got away. Then I dropped everyone off at the nearest civilised planet, which happened to be here.   You seemed happy asleep so I just left you.","blew train get away drop everyone near civilise planet happen seem happy asleep leave"
"214061","DOCTOR12"," No, I just saved you and I let everyone else suffocate. Ha, ha, ha. ","save let everyone else suffocate"
"214063","DOCTOR12"," Yeah, this is just my cover story.","yeah cover story"
"214065","DOCTOR12"," I couldn't risk Gus finding out my plan and stopping me.","risk gu find plan stop"
"214067","DOCTOR12"," Would you like to think that about me? Would that make it easier? I didn't know if I could save her. I couldn't save Quell, I couldn't save Moorhouse. There was a good chance that she'd die too. At which point, I would have just moved onto the next, and the next, until I beat it. Sometimes the only choices you have are bad ones. But you still have to choose.","would like think would make easy know could save save quell save moorhouse good chance die point would move onto next next beat sometimes choices bad one still choose"
"214071","DOCTOR12"," Really? Well, I suppose, whoever I did get in, it might just be easier to have them stay on board for a while. I don't suppose you'd know of anyone?","really well suppose whoever get might easier stay board suppose know anyone"
"214073","DOCTOR12"," Yes, it does. Frequently.   Well, I won't keep you. Goodbye, Perkins. Good to meet you.","yes frequently well keep goodbye perkins good meet"
"214084","DOCTOR12"," You can't really tell if something's an addiction till you try and give it up.","really tell something addiction till try give"
"214086","DOCTOR12"," Let me know how it goes.","let know go"
"214094","DOCTOR12"," Was that Danny? What did he want?","danny want"
"214098","DOCTOR12"," That's a big change of heart.","big change heart"
"214102","DOCTOR12"," Well, I'm glad that you said that, because you know that one that's made entirely of shrubs. Are you sure about this?","well glad say know one make entirely shrubs sure"
"214108","DOCTOR12"," You could leave all that stuff here, you know. We do have literally acres of room. ","could leave stuff know literally acre room"
"214110","DOCTOR12"," Sorry. Stopped listening a while ago. Okay. Er, same time you left, same place-ish. ","sorry stop listen ago okay time leave place ish"
"214112","DOCTOR12"," These readings are very er, ishy. ","reading ishy"
"214115","DOCTOR12"," Well. Well, I wonder what caused this? I don't think we're bigger, are we? ","well well wonder cause think big"
"214117","DOCTOR12"," And a hundred and twenty miles from where we should be. Impressive. ","hundred twenty mile impressive"
"214119","DOCTOR12"," No. This is impressive.   This is annoying. The Tardis never does this. This is huge! Well, not literally huge. Slightly smaller than usual. Which is huge. ","impressive annoy tardis never huge well literally huge slightly small usual huge"
"214121","DOCTOR12"," Your house isn't going anywhere. And neither is mine until I get this figured out. Could you not just let me enjoy this moment of not knowing something? I mean, it happens so rarely. Look, I don't think this is dangerous, but I wouldn't like you to get squished accidentally. Anyway, I need you to help me find out what's caused this. ","house go anywhere neither mine get figure could let enjoy moment know something mean happen rarely look think dangerous like get squish accidentally anyway need help find caused"
"214146","DOCTOR12"," And, no, it's not adorable. It's very, very serious. ","adorable serious"
"214148","DOCTOR12"," No. I'm exactly the same size. It's merely the exterior dimensions that have changed. ","exactly size merely exterior dimension change"
"214149","DOCTOR12"," Stop laughing. This is serious. ","stop laughing serious"
"214151","DOCTOR12"," Well, plainly I can't. Something nearby is leeching all the external dimensions. ","well plainly something nearby leeching external dimension"
"214153","DOCTOR12"," Possibly. Oh, who am I kidding? Probably. Sensors are down and I can't risk taking off with it in this state. Clara, I need you to pick up the Tardis. Carefully. It should be possible. I've adjusted the relative gravity. ","possibly kid probably sensor risk take state clara need pick tardis carefully possible adjusted relative gravity"
"214155","DOCTOR12"," Clara, it's always lighter. If the Tardis were to land with its true weight, it would fracture the surface of the Earth. ","clara always light tardis land true weight would fracture surface earth"
"214157","DOCTOR12"," I've managed to get a rough fix on the source of the dimensional leeching. ","manage get rough fix source dimensional leeching"
"214158","DOCTOR12"," It's roughly north west. That way. ","roughly north west way"
"214160","DOCTOR12"," Now, listen! You're going to need these.","listen go need"
"214162","DOCTOR12"," No, it does not, so don't get any ideas.   And listen, stick this in your ear.","get idea listen stick ear"
"214166","DOCTOR12"," Nanotech.","nanotech"
"214167","DOCTOR12"," I just hacked your optic nerve. ","hack optic nerve"
"214169","DOCTOR12"," I see what you see.","see see"
"214171","DOCTOR12"," Yes, I'm dizzy. But nothing useful. ","yes dizzy nothing useful"
"214173","DOCTOR12"," No time to fraternize. Come on, get rid of him. ","time fraternize come get rid"
"214183","DOCTOR12"," Why, Doctor Oswald, you are hilarious.","doctor oswald hilarious"
"214184","DOCTOR12"," Could we get back to work, do you think? ","could get back work think"
"214187","DOCTOR12"," Oh, he's a bright one, hang on to him. ","bright one hang"
"214189","DOCTOR12"," Ooh, now you're talking. I love a good locked room mystery. ","ooh talk love good lock room mystery"
"214193","DOCTOR12"," Hello, barely sentient local. ","hello barely sentient local"
"214195","DOCTOR12"," How do you sleep at night?","sleep night"
"214196","DOCTOR12"," Missing people, tiny Tardis, what's the link? ","miss people tiny tardis link"
"214199","DOCTOR12"," Clara, look, I think that we can manage on our own from now on.","clara look think manage"
"214201","DOCTOR12"," He's a pudding brain. ","pudding brain"
"214202","DOCTOR12"," Worse than that, he's a fluorescent pudding brain. ","bad fluorescent pudding brain"
"214211","DOCTOR12"," Do you know, I think that you were wrong about this lad. I think that he could be very useful. Vital local knowledge. ","know think wrong lad think could useful vital local knowledge"
"214213","DOCTOR12"," Yes. So try not to scare him off. ","yes try scare"
"214221","DOCTOR12"," Scaring off that we were talking about.","scar talk"
"214223","DOCTOR12"," Clara, local knowledge is leaving. Do something! ","clara local knowledge leave something"
"214227","DOCTOR12"," You really do throw your companions in at the deep end, don't you?","really throw companion deep end"
"214229","DOCTOR12"," Yes, it's a lovely thought. Which is why I set the sonic to scan for that as soon as we entered. Pleased to meet you. ","yes lovely think set sonic scan soon enter pleased meet"
"214231","DOCTOR12"," Well, of course he might have been squashed under a policeman's shoe by now. ","well course might squash policeman shoe"
"214233","DOCTOR12"," Do you know, I don't think that statement's ever been truer. ","know think statement ever truer"
"214236","DOCTOR12"," Yes. Whatever it was, it just drained a massive amount of energy ","yes whatever drain massive amount energy"
"214237","DOCTOR12"," From inside the Tardis. ","inside tardis"
"214239","DOCTOR12"," I don't know, but that's the least of my problems. Just get us out of there. ","know least problem get"
"214241","DOCTOR12"," I mean this is just embarrassing. I'm from the race that built the Tardis. Dimensions are kind of our thing. So why can't I understand this?","mean embarrass race build tardis dimension kind thing understand"
"214242","DOCTOR12"," Clara, I need more info. Where else have people disappeared?","clara need info else people disappear"
"214246","DOCTOR12"," Clara, I think that your shrink","clara think shrink"
"214247","DOCTOR12"," Ray theory was wrong.","ray theory wrong"
"214251","DOCTOR12"," It just struck me. Locked room mysteries. Classic solution number one, they're still in the room. Classic solution number two, they're in the walls.","struck lock room mystery classic solution number one still room classic solution number two wall"
"214261","DOCTOR12"," I can hear you, you know. ","hear know"
"214264","DOCTOR12"," What am I missing? The Tardis should be able to detect anything in the known universe. The known universe. This universe.   Clara, wait, go back.","miss tardis able detect anything known universe know universe universe clara wait back"
"214265","DOCTOR12"," Back, back, back. That mural.","back back back mural"
"214266","DOCTOR12"," That is a nervous system","nervous system"
"214267","DOCTOR12"," Scaled up and flattened. I think we've found PCForrest. What's left of her, at least. ","scale flattened think find pcforrest leave least"
"214269","DOCTOR12"," The mural in the flat. That wasn't a desert at all. It's a microscopic blow up of human skin. ","mural flat desert microscopic blow human skin"
"214271","DOCTOR12"," Whatever they are, they are experimenting. They're testing. They are, they are dissecting. Trying to understand us.","whatever experiment test dissect try understand"
"214272","DOCTOR12"," Trying to understand three dimensions.","try understand three dimension"
"214275","DOCTOR12"," Fascinating. Clara, they're in the walls!","fascinate clara wall"
"214276","DOCTOR12"," Keep away from them. If they touch you, you're finished. ","keep away touch finish"
"214285","DOCTOR12"," Clara, the window!","clara window"
"214289","DOCTOR12"," Nice. Not technically lying.","nice technically lie"
"214300","DOCTOR12"," This explains everything. They're from a universe with only two dimensions. And, yes, that is a thing. It's long been theorised, of course, but no one could go there and prove its existence without a heck of a diet.   And what long story are you going to tell Danny, huh? Or haven't you made it up yet? ","explains everything universe two dimension yes thing long theorise course one could prove existence without heck diet long story go tell danny huh make yet"
"214302","DOCTOR12"," Excellent lying, Doctor Oswald. ","excellent lie doctor oswald"
"214304","DOCTOR12"," I meant to me. You told me that Danny was okay with you being back on board the Tardis.","meant tell danny okay back board tardis"
"214306","DOCTOR12"," Yeah, because he doesn't know anything about it.","yeah know anything"
"214308","DOCTOR12"," Congratulations. Lying is a vital survival skill. ","congratulation lie vital survival skill"
"214310","DOCTOR12"," And a terrible habit. ","terrible habit"
"214312","DOCTOR12"," Yeah, of course I am. ","yeah course"
"214314","DOCTOR12"," What? Oh, right, blowing out that window's possibly affected the earpiece. Take it out and sonic it. ","right blow window possibly affect earpiece take sonic"
"214321","DOCTOR12"," Look, Clara. Talk to me, talk to me! ","look clara talk talk"
"214323","DOCTOR12"," Clara, the mural. Clara, it's the mural! Over there, look, the mural! We've found the missing people, they're in the walls! ","clara mural clara mural look mural find miss people wall"
"214325","DOCTOR12"," Act normal, but get everyone out.","act normal get everyone"
"214335","DOCTOR12"," What? It takes quite a lack of imagination to beat psychic paper.","take quite lack imagination beat psychic paper"
"214337","DOCTOR12"," Clara, stop him. ","clara stop"
"214340","DOCTOR12"," They're wearing the dead like camouflage. ","wear dead like camouflage"
"214342","DOCTOR12"," Clara, get them out of there! ","clara get"
"214347","DOCTOR12"," We'll have to think of a better name for them than that.","think good name"
"214350","DOCTOR12"," Vital stage. This little group is currently confused and disorientated","vital stage little group currently confuse disorientate"
"214351","DOCTOR12"," But pretty soon a leader is going to emerge. You need to make sure that leader is you. ","pretty soon leader go emerge need make sure leader"
"214357","DOCTOR12"," Well done.","well do"
"214364","DOCTOR12"," Ah, welcome to my world. So what's next, Doctor Clara?","welcome world next doctor clara"
"214368","DOCTOR12"," In a manner of speaking. It's true that people with hope tend to run faster, whereas people who think they're doomed ","manner speak true people hope tend run faster whereas people think doom"
"214370","DOCTOR12"," So that's what I sound like.","sound like"
"214373","DOCTOR12"," Right, here's something that might help you. Do you remember the graffiti from the estate? Footprints, tyre treads?","right something might help remember graffiti estate footprint tyre tread"
"214375","DOCTOR12"," Well, I don't think it was graffiti. I think that that is ","well think graffiti think"
"214376","DOCTOR12"," How those creatures saw us.","creature saw"
"214377","DOCTOR12","The impressions we make in two dimensional space. That was them reaching out, attempting to talk.","impression make two dimensional space reach attempt talk"
"214378","DOCTOR12"," At which point they moved into flattening and dissection. Trying to understand. Trying to emulate. But here's the big question. Do they know they're hurting us? ","point move flattening dissection try understand try emulate big question know hurt"
"214381","DOCTOR12"," That's a very good question. Why don't we ask them?'  We need to find a way to communicate. ","good question ask need find way communicate"
"214383","DOCTOR12"," Because their idea of language is just as bizarre as their idea of space. Even the Tardis is confused. ","idea language bizarre idea space even tardis confuse"
"214386","DOCTOR12"," I know a race ","know race"
"214387","DOCTOR12"," Made of sentient gas who throw fireballs as a friendly wave. I know another race with sixty four stomachs who talk to each other by ","make sentient gas throw fireball friendly wave know another race sixty four stomach talk"
"214388","DOCTOR12"," Disembowelling. ","disembowel"
"214390","DOCTOR12"," My point being that in a universe as immense and bizarre as this one, you cannot be too quick to judge.","point universe immense bizarre one cannot quick judge"
"214391","DOCTOR12"," Perhaps these creatures don't even understand that we need three dimensions to live in.   They may not even know that they're hurting us.","perhaps creature even understand need three dimension live may even know hurt"
